invoice_no,customer_id,category_id,payment_method_id,shopping_mall_id,invoice_date,quantity,price
I101458,C113888,1,3,3,2022-07-21,1,300.08
I267963,C934192,6,3,5,2022-08-06,3,107.52
I301187,C113001,1,3,6,2021-04-13,5,1500.4
I130278,C324446,4,1,4,2021-04-23,1,40.66
I211987,C663684,2,3,1,2023-02-28,1,600.17
I218323,C584785,1,3,3,2022-03-16,5,1500.4
I524628,C321344,5,1,3,2023-02-18,3,15.69
I380967,C544768,7,1,10,2021-03-12,1,1050.0
I320453,C135111,1,3,1,2021-04-26,3,900.24
I318837,C302503,4,3,1,2021-08-12,4,162.64
I328017,C246061,1,1,1,2021-07-02,1,300.08
I106397,C248993,1,1,5,2022-07-10,4,1200.32
I234721,C288913,1,3,4,2022-04-29,1,300.08
I221190,C264907,1,3,2,2022-05-07,4,1200.32
I270521,C321181,1,2,6,2022-06-18,3,900.24
I147738,C550784,1,2,1,2021-12-28,5,1500.4
I321331,C192023,4,3,6,2022-06-08,2,81.32
I142099,C191987,1,1,1,2022-04-24,4,1200.32
I182640,C266837,1,3,4,2021-06-06,4,1200.32
I175414,C141555,1,1,8,2021-12-23,4,1200.32
I277286,C546646,1,1,6,2022-11-27,3,900.24
I226045,C394122,5,3,1,2022-05-17,2,10.46
I133592,C174244,4,3,1,2021-06-10,4,162.64
I177928,C245599,3,3,3,2022-07-10,3,45.45
I307730,C298809,4,3,1,2021-08-11,2,81.32
I984353,C324114,8,3,3,2021-02-07,3,35.19
I226266,C164210,1,3,5,2022-05-28,1,300.08
I281889,C236982,4,3,4,2021-07-28,4,162.64
I397477,C398901,1,3,4,2021-03-25,1,300.08
I758153,C273939,4,1,7,2022-12-07,4,162.64
I946020,C298242,4,1,1,2023-02-13,5,203.3
I175281,C496084,8,3,6,2022-07-29,3,35.19
I982343,C580109,4,1,8,2021-12-12,4,162.64
I477945,C279088,1,3,9,2021-06-15,5,1500.4
I881336,C252637,1,3,7,2021-04-26,3,900.24
I196469,C452390,1,3,6,2022-03-09,4,1200.32
I214919,C249394,8,2,6,2022-11-26,2,23.46
I237572,C140091,4,3,1,2022-11-06,4,162.64
I173202,C797566,6,1,8,2021-07-13,4,143.36
I294805,C331833,7,1,1,2023-01-31,2,2100.0
I440009,C330429,5,1,4,2021-07-06,3,15.69
I258895,C259223,8,1,7,2022-06-05,1,11.73
I199116,C417550,7,2,6,2021-05-13,5,5250.0
I308250,C291273,1,3,3,2023-03-03,4,1200.32
I236725,C270046,1,3,6,2021-01-08,3,900.24
I173898,C143582,5,3,3,2022-06-02,4,20.92
I125025,C282994,7,1,5,2021-06-09,5,5250.0
I262753,C245852,1,2,10,2022-12-20,1,300.08
I264284,C226072,6,3,4,2021-03-11,1,35.84
I108133,C551607,1,3,5,2022-08-17,3,900.24
I336146,C191205,2,3,2,2021-01-15,5,3000.85
I129544,C852004,5,3,4,2022-06-16,5,26.15
I151980,C286747,1,3,8,2022-11-16,1,300.08
I223283,C174561,1,3,3,2023-02-06,3,900.24
I248520,C312548,4,1,7,2022-05-15,4,162.64
I121546,C244491,7,3,6,2022-11-16,5,5250.0
I470739,C302063,1,3,1,2022-10-04,5,1500.4
I406170,C128187,1,1,6,2021-08-13,5,1500.4
I180776,C256525,1,3,5,2022-05-14,5,1500.4
I693122,C773341,1,1,6,2022-04-26,3,900.24
I115415,C412735,5,3,6,2022-05-02,3,15.69
I272418,C337675,5,3,8,2021-12-12,4,20.92
I248636,C338157,2,1,1,2023-02-07,3,1800.51
I654090,C294454,1,2,4,2021-12-19,1,300.08
I144128,C272107,5,2,6,2021-01-06,1,5.23
I331335,C330218,6,3,6,2021-11-09,5,179.2
I440473,C114129,6,3,7,2021-10-06,4,143.36
I241311,C328016,5,1,6,2021-01-15,2,10.46
I645786,C166398,3,2,1,2021-07-17,5,75.75
I665294,C171884,4,2,6,2021-12-04,4,162.64
I188333,C301148,7,1,1,2021-03-10,5,5250.0
I128964,C841711,1,3,4,2022-07-21,2,600.16
I128828,C138252,8,2,6,2021-12-19,4,46.92
I133038,C338531,1,3,9,2022-06-06,2,600.16
I165770,C137939,4,2,5,2021-07-20,2,81.32
I279407,C124920,1,3,4,2022-04-07,5,1500.4
I141917,C203776,6,1,1,2021-08-12,4,143.36
I158431,C339988,1,3,7,2022-08-28,4,1200.32
I262478,C276794,8,3,5,2022-04-12,4,46.92
I286139,C339255,8,3,8,2021-07-16,1,11.73
I180775,C310329,5,1,5,2021-03-01,1,5.23
I267168,C264992,6,3,10,2021-05-18,2,71.68
I212610,C756880,5,3,10,2021-12-25,1,5.23
I268855,C292314,8,1,4,2022-01-22,3,35.19
I255346,C237218,1,3,10,2023-02-21,5,1500.4
I500969,C269946,1,3,10,2022-09-04,1,300.08
I820447,C157329,5,1,2,2022-09-23,4,20.92
I301600,C285170,1,1,1,2022-04-23,5,1500.4
I942305,C130637,6,1,5,2021-02-11,4,143.36
I781943,C102224,8,3,6,2022-05-06,3,35.19
I620857,C119021,1,1,1,2022-03-26,4,1200.32
I795516,C448136,6,3,9,2021-02-28,1,35.84
I169197,C191901,1,3,6,2022-02-25,2,600.16
I236336,C173220,4,3,1,2022-06-12,2,81.32
I215401,C323288,4,3,8,2021-11-15,4,162.64
I457083,C276367,5,3,5,2023-01-06,3,15.69
I289842,C243987,3,2,1,2022-05-14,5,75.75
I149543,C101666,5,2,3,2021-04-22,5,26.15
I270282,C177668,3,3,6,2022-02-19,4,60.6
I164678,C219493,4,3,3,2022-07-17,1,40.66
I250038,C450069,6,1,6,2021-01-30,2,71.68
I277198,C527113,6,3,1,2021-06-15,2,71.68
I244888,C206842,5,1,4,2021-03-23,3,15.69
I295386,C303198,5,3,7,2022-12-22,5,26.15
I148565,C936823,2,3,2,2021-09-18,1,600.17
I216089,C712372,4,3,5,2022-11-04,2,81.32
I834556,C248785,1,1,9,2021-07-01,5,1500.4
I194507,C280677,1,2,4,2022-05-27,3,900.24
I170528,C435704,3,3,6,2023-01-07,3,45.45
I256282,C274085,1,3,5,2022-07-01,4,1200.32
I103456,C302720,1,3,4,2021-06-29,5,1500.4
I288608,C300343,6,3,9,2022-06-22,3,107.52
I907434,C124922,3,3,3,2021-10-25,3,45.45
I893304,C322896,1,3,9,2021-05-31,5,1500.4
I210751,C336608,1,2,3,2022-07-12,5,1500.4
I128891,C165218,5,2,2,2022-08-17,4,20.92
I203509,C125501,1,1,1,2022-02-26,5,1500.4
I283264,C746512,5,3,8,2022-06-09,3,15.69
I151893,C162284,1,2,1,2022-10-23,5,1500.4
I241012,C239040,4,3,2,2022-04-04,1,40.66
I146244,C297876,5,1,9,2022-04-17,5,26.15
I211465,C218324,1,1,1,2021-11-15,3,900.24
I463278,C708746,3,3,6,2021-10-24,2,30.3
I134261,C274064,6,3,3,2021-03-07,3,107.52
I195551,C279687,3,1,1,2021-01-21,4,60.6
I105274,C447217,7,1,1,2023-01-12,4,4200.0
I181663,C137878,8,3,1,2022-06-11,3,35.19
I324871,C204955,1,3,6,2023-01-29,2,600.16
I331513,C235370,6,2,2,2021-07-19,4,143.36
I325064,C316576,2,1,6,2021-01-15,4,2400.68
I598766,C918141,1,3,6,2022-04-21,4,1200.32
I159658,C884095,5,2,3,2021-11-21,4,20.92
I242502,C535925,1,2,1,2021-11-21,4,1200.32
I168531,C209040,1,3,1,2021-05-28,4,1200.32
I661091,C201729,2,2,1,2022-10-14,1,600.17
I250879,C267590,1,2,7,2022-11-01,3,900.24
I279437,C525141,1,1,1,2022-05-27,1,300.08
I354582,C161290,1,3,1,2022-12-06,1,300.08
I335697,C254769,1,2,3,2022-11-12,4,1200.32
I523451,C858069,5,1,4,2021-03-17,3,15.69
I564477,C137988,1,2,3,2021-12-15,3,900.24
I193766,C489087,1,1,8,2022-05-29,5,1500.4
I324030,C234456,8,2,5,2022-06-01,5,58.65
I115603,C273648,3,3,4,2021-09-07,3,45.45
I139519,C228018,1,3,3,2021-04-10,5,1500.4
I679377,C835798,6,3,1,2022-07-14,1,35.84
I106825,C798749,2,1,4,2022-08-12,3,1800.51
I782365,C332187,5,1,10,2022-08-09,1,5.23
I776457,C299444,4,1,10,2021-09-21,4,162.64
I226890,C104483,2,1,6,2021-08-13,2,1200.34
I594547,C319097,4,1,6,2022-07-13,3,121.98
I156015,C515611,6,3,6,2022-11-16,5,179.2
I280493,C551580,4,3,3,2021-01-03,4,162.64
I276560,C402100,3,1,4,2021-07-12,2,30.3
I332929,C248558,3,1,5,2021-09-28,1,15.15
I228577,C173981,1,3,2,2023-02-05,3,900.24
I583025,C339212,1,2,5,2021-08-14,1,300.08
I326583,C297964,2,2,4,2021-03-13,4,2400.68
I302457,C823471,4,3,3,2021-02-16,5,203.3
I207778,C462737,6,1,6,2021-11-07,3,107.52
I206773,C232714,4,2,3,2021-06-15,2,81.32
I119700,C204353,5,3,6,2023-01-22,1,5.23
I300773,C295146,2,3,1,2021-06-03,2,1200.34
I287995,C823577,5,3,3,2022-08-26,1,5.23
I250732,C119688,5,1,3,2022-12-25,2,10.46
I112589,C189950,5,1,4,2021-09-20,2,10.46
I246270,C499950,2,2,3,2021-05-17,3,1800.51
I731613,C174053,1,3,5,2021-08-30,3,900.24
I572072,C215922,1,1,6,2021-04-21,1,300.08
I257695,C912030,5,1,5,2023-01-11,2,10.46
I123125,C190969,1,1,9,2022-03-04,5,1500.4
I845356,C133444,1,2,10,2022-01-18,1,300.08
I225545,C735916,4,3,5,2021-09-20,2,81.32
I803546,C197366,1,2,2,2021-11-22,3,900.24
I117191,C118116,1,3,7,2021-06-11,5,1500.4
I101827,C150375,6,3,1,2022-11-11,3,107.52
I215583,C251019,2,1,3,2022-11-28,1,600.17
I195969,C280453,4,3,6,2022-02-28,3,121.98
I289101,C179562,1,3,6,2021-11-24,2,600.16
I223550,C313766,6,2,6,2021-02-04,4,143.36
I265073,C175130,6,3,1,2022-01-12,5,179.2
I107278,C516971,6,3,4,2022-12-22,2,71.68
I365580,C327835,3,2,2,2021-01-30,5,75.75
I228573,C313395,1,3,7,2021-08-13,4,1200.32
I707242,C286389,1,2,6,2022-07-14,1,300.08
I182793,C299019,1,1,3,2022-06-01,2,600.16
I223067,C233763,1,2,6,2021-11-09,2,600.16
I284624,C156533,8,1,6,2022-09-10,3,35.19
I230832,C329041,3,3,3,2022-08-26,4,60.6
I331737,C318355,5,1,5,2022-01-24,2,10.46
I295698,C188748,2,3,6,2022-01-17,4,2400.68
I426089,C268647,5,1,1,2021-09-07,3,15.69
I257716,C149024,1,1,7,2021-03-07,4,1200.32
I542885,C315711,4,1,8,2022-10-01,4,162.64
I332333,C117759,3,3,7,2021-11-11,1,15.15
I911617,C285764,4,1,1,2021-02-19,3,121.98
I209963,C304089,1,3,7,2022-01-23,2,600.16
I406333,C190428,3,3,4,2022-04-19,2,30.3
I214399,C780043,6,3,4,2022-03-06,4,143.36
I214309,C194049,6,2,3,2021-11-29,5,179.2
I395296,C308291,7,1,6,2022-02-25,5,5250.0
I113131,C273743,1,2,5,2021-07-05,4,1200.32
I111143,C205193,5,1,1,2022-12-27,1,5.23
I165061,C682827,3,2,1,2022-12-23,2,30.3
I189857,C218369,5,2,1,2022-06-12,1,5.23
I134753,C675144,6,3,4,2022-01-23,4,143.36
I911660,C295852,5,3,3,2022-08-06,3,15.69
I171825,C913787,1,1,5,2022-05-02,5,1500.4
I860939,C663216,1,1,6,2021-05-30,2,600.16
I803799,C913285,1,1,6,2022-12-11,4,1200.32
I193098,C145356,4,3,1,2022-09-03,2,81.32
I604041,C276917,1,2,1,2022-09-02,2,600.16
I220585,C213889,1,2,3,2022-04-28,2,600.16
I505195,C958693,4,2,2,2021-05-19,1,40.66
I136469,C247088,5,3,7,2023-02-12,1,5.23
I182509,C176532,1,1,3,2022-11-23,2,600.16
I234054,C290346,2,1,9,2022-06-22,1,600.17
I309372,C212256,1,3,8,2021-07-20,5,1500.4
I313225,C260424,3,3,6,2022-05-03,5,75.75
I613820,C274059,4,1,1,2022-08-03,1,40.66
I210136,C137841,6,1,8,2021-12-15,3,107.52
I280110,C292993,7,3,3,2022-10-08,1,1050.0
I334166,C100655,4,1,6,2021-04-21,2,81.32
I532784,C256059,4,2,6,2022-12-25,3,121.98
I673745,C137623,2,2,4,2021-04-06,4,2400.68
I203966,C222583,4,1,1,2022-12-23,2,81.32
I261412,C121953,3,1,6,2022-07-10,5,75.75
I284870,C341045,4,2,1,2022-01-18,1,40.66
I250606,C168629,1,3,4,2021-05-28,1,300.08
I151610,C145413,1,3,3,2022-06-06,2,600.16
I890429,C171182,5,1,4,2021-04-20,1,5.23
I232231,C188127,1,3,4,2022-03-08,5,1500.4
I211746,C210928,1,3,9,2021-09-01,4,1200.32
I310704,C118589,1,3,1,2022-11-28,5,1500.4
I553383,C212192,8,2,6,2021-09-25,3,35.19
I785763,C129902,1,3,1,2022-02-01,3,900.24
I132272,C200058,1,3,6,2022-06-03,1,300.08
I159698,C329059,1,1,6,2021-04-18,5,1500.4
I602308,C664843,1,3,10,2021-09-27,4,1200.32
I409491,C143740,4,2,1,2021-12-17,2,81.32
I116047,C208790,5,1,3,2023-02-26,4,20.92
I180021,C128646,1,3,1,2022-05-26,4,1200.32
I321879,C114831,5,1,4,2022-02-22,5,26.15
I892770,C134935,1,3,6,2022-01-03,1,300.08
I149032,C315193,4,1,3,2022-02-22,1,40.66
I434373,C291211,5,3,1,2021-06-03,1,5.23
I265556,C310224,5,2,5,2021-05-26,4,20.92
I264476,C982345,4,1,6,2022-01-13,2,81.32
I299798,C117349,4,1,4,2022-08-21,5,203.3
I294700,C261518,1,3,3,2021-11-22,3,900.24
I135758,C165792,3,1,6,2022-09-26,5,75.75
I262418,C625138,3,2,6,2022-03-01,1,15.15
I189441,C308473,1,3,3,2021-05-02,3,900.24
I122947,C196050,5,2,6,2022-02-17,2,10.46
I221346,C153153,1,3,4,2021-08-16,1,300.08
I199544,C159285,1,2,3,2021-10-30,3,900.24
I725315,C279585,1,3,7,2021-12-10,2,600.16
I328097,C327210,1,3,6,2021-12-11,2,600.16
I169426,C311582,1,3,3,2022-02-16,1,300.08
I344624,C166474,5,2,3,2021-11-25,2,10.46
I266573,C265343,4,3,6,2022-12-20,4,162.64
I108059,C991901,2,3,6,2023-02-11,1,600.17
I311381,C516351,4,3,10,2021-09-16,4,162.64
I956672,C219583,1,1,3,2022-02-02,3,900.24
I337212,C139763,3,3,3,2022-04-27,2,30.3
I300188,C853925,1,3,5,2021-09-07,4,1200.32
I215448,C211065,4,1,3,2022-06-12,3,121.98
I215529,C217076,4,3,9,2021-01-24,2,81.32
I129699,C238008,3,2,1,2022-08-23,3,45.45
I299548,C185469,1,3,1,2023-02-05,3,900.24
I893920,C139354,4,3,5,2023-02-22,1,40.66
I130005,C241105,2,3,6,2021-07-05,5,3000.85
I293049,C367198,7,2,6,2022-10-03,3,3150.0
I162201,C574251,5,3,1,2022-12-05,5,26.15
I146561,C481772,4,1,6,2022-05-04,1,40.66
I189992,C283836,5,2,5,2021-08-18,5,26.15
I281026,C100307,1,1,7,2021-01-06,1,300.08
I900112,C239518,4,3,1,2021-09-05,3,121.98
I148659,C187192,5,3,6,2021-06-04,4,20.92
I288405,C109533,1,1,3,2022-05-16,4,1200.32
I800983,C102868,1,1,5,2021-05-14,5,1500.4
I247058,C310454,1,2,3,2021-11-23,1,300.08
I312420,C189542,4,3,4,2021-12-31,3,121.98
I271916,C476108,1,2,3,2022-06-26,5,1500.4
I220409,C157730,1,3,6,2023-02-06,1,300.08
I248141,C181203,6,3,3,2022-09-17,5,179.2
I324642,C222536,6,1,1,2021-10-05,2,71.68
I203248,C191132,3,1,5,2022-10-15,1,15.15
I895691,C108524,6,3,1,2021-06-09,2,71.68
I311402,C165985,4,1,1,2022-10-04,1,40.66
I279158,C177938,1,3,6,2022-11-07,2,600.16
I249574,C252330,2,3,9,2022-07-17,4,2400.68
I668069,C615761,1,3,3,2021-12-09,2,600.16
I212196,C660157,6,3,6,2021-05-02,3,107.52
I139175,C174109,4,1,10,2021-09-16,4,162.64
I121416,C176937,5,1,1,2022-09-18,1,5.23
I730726,C297317,3,3,3,2022-08-05,5,75.75
I359055,C338959,1,1,6,2022-12-25,1,300.08
I102604,C286659,2,3,6,2021-07-03,3,1800.51
I296170,C132029,5,3,8,2023-02-28,2,10.46
I216365,C108746,5,1,3,2022-04-14,5,26.15
I108633,C182892,4,1,6,2022-04-01,3,121.98
I408692,C170528,1,1,2,2021-10-25,5,1500.4
I283934,C746675,4,3,4,2022-02-27,3,121.98
I339434,C411828,6,1,3,2022-03-22,4,143.36
I176922,C772792,3,3,4,2021-10-17,3,45.45
I807586,C254537,5,3,9,2022-08-14,2,10.46
I327308,C332182,4,1,6,2022-08-04,3,121.98
I674443,C493521,1,1,7,2022-07-29,3,900.24
I194223,C857639,2,1,1,2022-10-29,1,600.17
I520041,C404747,1,2,5,2022-11-23,4,1200.32
I208942,C286246,5,3,6,2022-08-25,2,10.46
I190776,C215943,5,2,1,2021-03-26,1,5.23
I233011,C224137,8,3,1,2022-09-02,1,11.73
I151091,C199084,4,3,4,2022-02-16,5,203.3
I299082,C252659,5,1,2,2021-08-29,4,20.92
I635977,C481602,6,1,7,2022-07-18,4,143.36
I324974,C800128,5,3,6,2022-10-17,3,15.69
I192888,C295800,4,3,6,2021-07-03,4,162.64
I278143,C156702,1,3,5,2022-07-04,3,900.24
I315501,C313738,1,3,1,2021-09-29,3,900.24
I267377,C334750,2,2,1,2023-01-05,2,1200.34
I203401,C209354,8,3,5,2022-05-17,1,11.73
I287954,C134132,7,1,1,2022-11-17,5,5250.0
I333572,C228103,1,3,2,2021-04-20,3,900.24
I107238,C254517,5,3,1,2022-02-10,4,20.92
I231115,C275846,4,3,2,2022-08-22,1,40.66
I835863,C877344,1,3,6,2021-04-11,5,1500.4
I277550,C713570,1,3,5,2021-08-04,2,600.16
I595981,C743727,4,2,1,2021-02-28,5,203.3
I366268,C806521,5,2,5,2021-01-22,5,26.15
I248972,C217560,2,1,6,2022-02-09,1,600.17
I816434,C242046,7,1,8,2023-02-07,2,2100.0
I145420,C441915,1,2,6,2023-02-03,5,1500.4
I105390,C172213,5,1,5,2021-09-23,5,26.15
I110275,C551871,6,1,6,2022-11-19,1,35.84
I268151,C545641,5,1,8,2021-09-03,4,20.92
I277681,C829430,2,2,5,2021-06-11,3,1800.51
I266674,C191255,4,2,6,2021-12-21,5,203.3
I172226,C510015,1,3,4,2021-09-15,3,900.24
I217239,C191921,5,1,3,2021-05-03,4,20.92
I332424,C234719,2,3,7,2022-05-06,4,2400.68
I968784,C309258,5,1,6,2022-10-25,4,20.92
I260755,C219246,7,3,4,2022-10-16,5,5250.0
I217996,C182382,6,3,10,2021-06-06,4,143.36
I105085,C272825,2,2,2,2021-07-31,4,2400.68
I630107,C768641,1,3,3,2021-08-09,4,1200.32
I397693,C317430,5,2,3,2022-06-06,1,5.23
I337782,C136933,8,3,1,2021-01-21,1,11.73
I482321,C990466,1,3,6,2021-09-18,1,300.08
I120968,C323171,1,1,6,2022-02-10,3,900.24
I892855,C295329,1,1,1,2021-12-17,5,1500.4
I808703,C982912,4,3,10,2021-07-19,5,203.3
I280545,C270916,3,1,1,2021-02-23,4,60.6
I302461,C303141,1,2,1,2021-07-05,2,600.16
I301150,C224886,1,1,10,2021-11-10,5,1500.4
I229103,C273701,1,1,10,2021-06-26,4,1200.32
I279920,C162300,7,3,7,2021-12-14,2,2100.0
I310883,C425464,3,3,6,2022-11-21,4,60.6
I160251,C194442,7,2,4,2021-06-20,3,3150.0
I134216,C284810,3,3,3,2022-07-26,1,15.15
I105603,C147305,6,3,3,2021-06-19,1,35.84
I200982,C157863,6,3,6,2023-02-13,4,143.36
I953733,C930093,7,1,1,2021-03-08,2,2100.0
I266715,C531759,5,1,3,2021-01-09,3,15.69
I889609,C908882,5,3,6,2021-05-10,1,5.23
I122805,C819597,3,1,6,2021-07-07,5,75.75
I106182,C329095,2,1,6,2022-07-26,5,3000.85
I166182,C618105,1,2,4,2021-12-10,3,900.24
I329877,C104949,1,2,6,2023-01-28,4,1200.32
I713553,C105607,1,1,2,2023-02-10,2,600.16
I317909,C508511,4,3,7,2022-03-30,3,121.98
I134152,C980805,3,2,5,2021-05-16,1,15.15
I408188,C138905,5,3,3,2022-01-22,1,5.23
I995238,C593163,2,2,9,2021-07-13,2,1200.34
I134892,C212902,5,3,6,2022-05-26,4,20.92
I475865,C259506,1,1,4,2021-06-05,1,300.08
I305474,C579708,1,1,2,2022-10-11,4,1200.32
I250245,C753394,1,1,3,2021-04-13,1,300.08
I116472,C957283,1,3,9,2021-07-18,1,300.08
I109078,C135921,2,1,6,2022-08-27,2,1200.34
I268463,C293918,1,1,5,2022-02-05,3,900.24
I233014,C101755,1,3,4,2021-06-27,2,600.16
I179163,C200696,8,1,7,2021-09-22,3,35.19
I158021,C246220,5,3,6,2022-03-10,1,5.23
I255830,C281939,1,2,1,2021-11-16,2,600.16
I240378,C275923,7,3,6,2022-10-13,1,1050.0
I139581,C102952,7,1,3,2021-07-23,3,3150.0
I990694,C391215,4,1,9,2021-04-25,2,81.32
I154252,C275086,1,1,9,2021-08-28,2,600.16
I191465,C336066,5,3,4,2023-01-30,5,26.15
I325155,C797520,1,2,9,2022-09-05,3,900.24
I338946,C214786,5,1,8,2022-04-07,3,15.69
I116688,C903526,4,3,4,2022-01-20,4,162.64
I636798,C228863,6,3,1,2022-09-29,5,179.2
I305904,C136595,4,1,5,2021-12-31,4,162.64
I290426,C203868,5,3,6,2023-02-12,4,20.92
I593564,C309218,8,1,3,2022-08-22,1,11.73
I230621,C784205,2,3,6,2023-01-26,3,1800.51
I141498,C156687,5,2,6,2021-03-31,5,26.15
I255286,C274005,1,3,6,2021-06-23,3,900.24
I126198,C238407,1,3,5,2022-01-26,2,600.16
I155355,C244816,1,2,6,2021-04-12,4,1200.32
I250396,C211345,7,1,2,2021-04-30,5,5250.0
I289690,C185940,5,3,6,2022-04-18,3,15.69
I324165,C203264,1,3,6,2021-08-30,3,900.24
I179059,C156339,5,1,1,2021-08-25,3,15.69
I297545,C576705,1,3,1,2021-08-02,3,900.24
I178806,C129610,4,3,4,2022-10-02,1,40.66
I834563,C124889,5,1,1,2022-08-16,2,10.46
I198913,C422484,6,2,8,2022-10-19,5,179.2
I643748,C144366,5,1,6,2021-06-30,1,5.23
I299884,C146755,1,2,1,2022-09-29,2,600.16
I203101,C322007,1,3,5,2023-02-21,2,600.16
I288107,C249979,1,1,3,2022-07-11,4,1200.32
I247302,C218319,4,1,3,2023-02-06,5,203.3
I357879,C186275,4,1,6,2021-05-11,5,203.3
I272559,C339054,8,3,4,2021-05-09,4,46.92
I242619,C327485,5,3,7,2022-04-10,2,10.46
I195568,C111700,2,2,6,2022-02-07,4,2400.68
I316736,C658874,5,1,2,2021-10-05,1,5.23
I139816,C247534,1,2,10,2022-07-14,1,300.08
I319316,C338943,6,1,1,2022-12-31,4,143.36
I595532,C326432,4,1,1,2022-07-20,2,81.32
I352895,C258194,8,3,8,2022-07-20,4,46.92
I222964,C226647,5,1,7,2022-01-07,2,10.46
I278960,C231042,5,1,9,2021-06-19,3,15.69
I857982,C567252,1,1,9,2021-06-07,3,900.24
I126918,C327871,5,1,4,2022-10-29,4,20.92
I669617,C150531,5,2,1,2021-11-14,1,5.23
I208968,C122855,6,1,4,2022-04-06,5,179.2
I369349,C478892,3,1,7,2022-05-21,4,60.6
I803384,C198693,1,3,6,2023-02-01,3,900.24
I279667,C324970,5,1,1,2022-02-04,4,20.92
I298315,C301333,1,2,2,2022-05-01,2,600.16
I322221,C780631,6,3,1,2021-09-13,3,107.52
I124121,C362507,1,2,1,2021-05-14,4,1200.32
I591349,C190048,5,1,3,2022-06-04,2,10.46
I258663,C113323,2,1,6,2022-03-08,2,1200.34
I425982,C403105,6,1,4,2021-02-20,1,35.84
I221296,C232893,1,2,10,2022-11-02,3,900.24
I181220,C137358,4,1,8,2021-04-27,5,203.3
I191806,C997418,2,1,1,2021-07-27,4,2400.68
I221245,C251247,1,3,8,2021-12-11,5,1500.4
I336327,C249182,1,1,8,2021-10-25,3,900.24
I200216,C224110,4,3,10,2022-10-03,5,203.3
I606573,C448921,4,3,4,2022-02-06,4,162.64
I287075,C157055,1,2,3,2022-10-19,2,600.16
I298216,C661535,2,2,3,2022-03-30,5,3000.85
I651761,C231698,6,1,6,2021-07-23,2,71.68
I210191,C107163,5,3,5,2021-03-01,1,5.23
I180405,C131766,1,1,2,2022-01-27,3,900.24
I107066,C334843,1,2,2,2021-11-05,1,300.08
I259649,C256462,2,1,8,2021-07-18,4,2400.68
I213849,C291332,2,3,6,2021-11-17,1,600.17
I787977,C104254,1,3,1,2021-03-30,2,600.16
I214817,C251726,3,3,1,2022-03-12,5,75.75
I143731,C267477,1,3,6,2022-10-28,5,1500.4
I124943,C120052,4,2,6,2021-02-22,5,203.3
I220331,C200505,1,3,10,2022-09-13,5,1500.4
I215962,C213784,1,1,1,2021-01-23,4,1200.32
I641721,C269534,1,3,5,2022-02-28,2,600.16
I243288,C308383,6,3,6,2021-08-07,2,71.68
I172506,C233918,2,1,1,2021-05-13,1,600.17
I467833,C280825,5,3,4,2021-09-27,3,15.69
I106360,C155560,8,3,1,2023-02-09,2,23.46
I292858,C240680,4,3,5,2022-01-28,1,40.66
I138947,C320627,1,2,1,2021-07-10,4,1200.32
I187889,C499692,2,3,5,2022-06-27,3,1800.51
I316012,C113079,1,3,3,2022-12-07,1,300.08
I555320,C798559,4,1,6,2021-04-10,1,40.66
I278118,C155308,2,3,5,2021-02-04,5,3000.85
I224494,C336497,4,2,10,2023-02-17,2,81.32
I172190,C155929,7,3,1,2021-07-01,5,5250.0
I116302,C220603,3,3,4,2022-04-03,5,75.75
I256593,C141146,5,3,9,2023-02-17,2,10.46
I160627,C153484,1,3,1,2022-05-02,1,300.08
I202161,C179292,3,1,1,2022-03-20,4,60.6
I312943,C222230,1,1,6,2022-03-29,3,900.24
I311377,C165525,8,1,2,2022-07-06,3,35.19
I259370,C488457,1,1,3,2021-03-17,1,300.08
I719730,C106355,5,1,4,2021-02-03,3,15.69
I113510,C796539,4,1,1,2022-09-22,4,162.64
I289662,C532445,3,1,7,2022-09-26,4,60.6
I876060,C117011,8,1,6,2022-01-03,3,35.19
I315605,C224692,4,3,2,2021-06-14,4,162.64
I248481,C243069,7,3,7,2021-04-24,3,3150.0
I204761,C319984,5,1,4,2022-06-03,3,15.69
I204196,C315636,5,3,7,2021-07-11,3,15.69
I275862,C334653,2,2,3,2022-05-30,2,1200.34
I174059,C285976,1,3,5,2022-02-25,3,900.24
I271875,C321315,5,1,4,2022-11-05,3,15.69
I240684,C217468,2,3,6,2022-06-27,2,1200.34
I402645,C286006,1,1,3,2021-08-30,3,900.24
I319910,C482752,1,3,1,2022-07-06,5,1500.4
I212843,C312694,5,3,5,2021-09-11,3,15.69
I461668,C207497,3,3,3,2021-09-11,1,15.15
I319196,C298525,2,3,3,2021-02-20,3,1800.51
I215565,C277136,8,1,4,2021-02-15,2,23.46
I243043,C123553,4,3,3,2022-12-08,1,40.66
I237499,C655774,2,1,2,2021-12-05,2,1200.34
I931982,C669376,8,3,1,2021-06-14,1,11.73
I235692,C332684,7,3,6,2022-05-02,3,3150.0
I308755,C110334,1,3,5,2022-12-22,5,1500.4
I171301,C298609,6,3,5,2022-11-24,5,179.2
I859937,C166166,1,3,3,2022-09-13,1,300.08
I291947,C135991,4,1,3,2023-02-02,1,40.66
I194188,C302893,6,1,6,2022-01-25,1,35.84
I126364,C153469,4,3,8,2022-04-25,4,162.64
I198244,C213566,1,3,5,2021-01-21,4,1200.32
I337193,C114738,7,3,8,2021-03-30,4,4200.0
I605519,C104466,4,3,10,2021-06-09,3,121.98
